replicate	module	jaccard
19	black	0.316666666666667
19	blue	0.564655172413793
19	brown	0.0591397849462366
19	green	0.554545454545455
19	magenta	0.645833333333333
19	pink	0.2
19	purple	0.666666666666667
19	red	0.467105263157895
19	turquoise	0.304964539007092
19	yellow	0.264705882352941
20	black	0.682539682539683
20	blue	0.527675276752768
20	brown	0.327956989247312
20	green	0.412280701754386
20	magenta	0.0666666666666667
20	pink	0.384615384615385
20	purple	0.130081300813008
20	red	0.656565656565657
20	turquoise	0.261992619926199
20	yellow	0.363265306122449
21	black	0.385714285714286
21	blue	0.25615763546798
21	brown	0.461111111111111
21	green	0.491379310344828
21	magenta	0.0919540229885057
21	pink	0.248175182481752
21	purple	0.333333333333333
21	red	0.386792452830189
21	turquoise	0.282685512367491
21	yellow	0.275193798449612
22	black	0.0234375
22	blue	0.284960422163588
22	brown	0.465454545454545
22	green	0.451327433628319
22	magenta	0.0363636363636364
22	pink	0.0938511326860841
22	purple	0.245614035087719
22	red	0.457446808510638
22	turquoise	0.311881188118812
22	yellow	0.20625
23	black	0.540983606557377
23	blue	0.486238532110092
23	brown	0.370165745856354
23	green	0.412280701754386
23	magenta	0.5
23	pink	0.357142857142857
23	purple	0.147727272727273
23	red	0.386363636363636
23	turquoise	0.302250803858521
23	yellow	0.197604790419162
24	black	0
24	blue	0.40080971659919
24	brown	0.280788177339901
24	green	0.434782608695652
24	magenta	0.536585365853659
24	pink	0.673076923076923
24	purple	0.134146341463415
24	red	0.581632653061225
24	turquoise	0.424710424710425
24	yellow	0.296577946768061
25	black	0.474576271186441
25	blue	0.283582089552239
25	brown	0.419354838709677
25	green	0.385964912280702
25	magenta	0.26530612244898
25	pink	0.191780821917808
25	purple	0.605263157894737
25	red	0.333333333333333
25	turquoise	0.262068965517241
25	yellow	0.300254452926209
26	black	0
26	blue	0.26865671641791
26	brown	0.0604395604395604
26	green	0.732142857142857
26	magenta	0.215384615384615
26	pink	0.13015873015873
26	purple	0.078125
26	red	0.259615384615385
26	turquoise	0.408740359897172
26	yellow	0.085427135678392
27	black	0.016260162601626
27	blue	0.292576419213974
27	brown	0.0530973451327434
27	green	0.518518518518519
27	magenta	0.028169014084507
27	pink	0.428571428571429
27	purple	0.72972972972973
27	red	0.315789473684211
27	turquoise	0.229007633587786
27	yellow	0.294797687861272
28	black	0.45
28	blue	0.420749279538905
28	brown	0.0521472392638037
28	green	0
28	magenta	0
28	pink	0.42
28	purple	0.714285714285714
28	red	0.505376344086022
28	turquoise	0.273159144893112
28	yellow	0.455357142857143
29	black	0.571428571428571
29	blue	0.522935779816514
29	brown	0.584677419354839
29	green	0.765217391304348
29	magenta	0.307692307692308
29	pink	0.254901960784314
29	purple	0.48
29	red	0.5
29	turquoise	0.267175572519084
29	yellow	0.411764705882353
30	black	0.578947368421053
30	blue	0.47098976109215
30	brown	0.0745614035087719
30	green	0.641025641025641
30	magenta	0.00980392156862745
30	pink	0.226190476190476
30	purple	0.12448132780083
30	red	0.409090909090909
30	turquoise	0.143410852713178
30	yellow	0.408450704225352
