core	label	flowcell	depth_in_core_cm	y_bp	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst	age_kyr	max_age_kyr
GeoB25202_R2	LV7008867394		835.5	523726.5	27.51	5.4482039973	uk37_alkenone	3.85735	164673664	60.6	24197046	72	5.4482039973	523.7265	600
GeoB25202_R2	LV7008867370		840.5	529300.5	7.41	4.20340048935	uk37_alkenone	3.98399	80048897	55.8	6327224	66.9	4.20340048935	529.3005	600
GeoB25202_R2	LV7008867346		846.5	538544	10.82	3.14687621355	uk37_alkenone	4.50736	211056772	60.6	35629551	69.2	3.14687621355	538.544	600
GeoB25202_R2	LV7008867322		850.5	543500	20.97	3.41302116925	uk37_alkenone	4.455	189919972	61.3	24590473	69.2	3.41302116925	543.5	600
GeoB25202_R2	LV7008867395		854.5	548138	25.38	9.57126603266667	uk37_alkenone	4.54724	210156929	64.2	22840529	76.9	9.57126603266667	548.138	600
GeoB25202_R2	LV7008867359		860.5	559041	17.57	9.0647060206	uk37_alkenone	4.16877	175531909	51.4	26547723	58.4	9.0647060206	559.041	600
GeoB25202_R2	LV7008867335		865.5	565270.5	31.93	6.5041501832	uk37_alkenone	3.93295	140935862	54.6	23035868	61.3	6.5041501832	565.2705	600
GeoB25202_R2	LV7008867311		870.5	569693	17.99	7.9185302282	uk37_alkenone	3.92842	151783624	58.7	18017754	68.6	7.9185302282	569.693	600
GeoB25202_R2	LV7008867348		880.5	579598	63.89	5.9227238689	uk37_alkenone	3.64176	92519724	48.2	28065165	52.1	5.9227238689	579.598	600
GeoB25202_R2	LV7008867324		885.5	583600.5	15.97	8.9859429084	uk37_alkenone	4.30201	186444332	56.3	18021582	64.3	8.9859429084	583.6005	600
GeoB25202_R2	LV7008867397		890.5	587290.5	33.02	10.3382550945	uk37_alkenone	4.13324	136589148	54	22318518	60.7	10.3382550945	587.2905	600
GeoB25202_R2	LV7008867373		895.5	589720	45.72	7.6048496126	uk37_alkenone	4.0844	122521589	48.9	20499351	54.2	7.6048496126	589.72	600
GeoB25202_R2	LV7008867337		900.5	592112	34.11	6.980962389	uk37_alkenone	4.01664	134704676	49.3	19192856	54.5	6.980962389	592.112	600
GeoB25202_R2	LV7008867313		905.5	594550.5	53.6	9.786472645875	uk37_alkenone	3.88899	94902735	52.3	20968563	57.7	9.786472645875	594.5505	600
GeoB25202_R2	LV7008867386		909.5	596578	10.07	12.3362642633333	uk37_alkenone	3.83798	48187363	50.3	5213087	58.4	12.3362642633333	596.578	600
GeoB25202_R2	LV7008867362		912.5	598064	11.99	12.5337193668333	uk37_alkenone	3.99192	87232089	53.4	9783408	59.3	12.5337193668333	598.064	600
GeoB25202_R2	LV7008867338		915.5	599518.5	18.01			4.045925	158131255	59.9	18673177	66		599.5185	600
ST13	LV7001898100		5	5659	187.66			3.30613	172884713	66.3	153315655	67.1	6.37410536713431	5.659	300
ST13	LV7001898088		10	6031	202.91			3.33124	117014401	60.1	89334062	61.3	6.31439442739767	6.031	300
ST13	LV7001898076		15	6429	184.76			3.34716	115346098	55.3	78619492	56	6.25051014241062	6.429	300
ST13	LV7001898064		20	6808	117.6			3.36232	104626976	54	53467555	54.8	6.18967560972194	6.808	300
ST13	LV3003061546		25	7197	267.14			3.37985	57808931	62.4	41212328	62.7	6.14534613060279	7.197	300
ST13	LV3003061533		30	7912	290.8			3.4156	103171906	59.1	63404336	59.5	6.23449698261132	7.912	300
ST13	LV3003061518		35	9804	303.98			3.49256	114542623	68.5	78968770	69.5	6.47040385254158	9.804	300
ST13	LV3003061506		40	11950	164.07			3.904	63589346	59.2	48096504	60.6	6.73798109507347	11.95	300
ST13	LV3003061492		45	14437	376.09			4.37177	119240881	67.3	80494467	68	7.04807643625558	14.437	300
ST13	LV3003061477		50	16726	301.74			4.84438	125495327	67.8	84929726	70.8	7.31209108888136	16.726	300
ST13	LV3003061572		55	19099	341.81			4.96297	148847098	75.5	75948836	100.4	7.43201022654066	19.099	300
ST13	LV3003061559		60	21069	362.3			4.90793	96182866	67.5	57351399	75.1	7.53156383007576	21.069	300
ST13	LV3003061545		65	23172	284.94			4.8514	110691172	77.3	54077025	90.3	7.63783856522009	23.172	300
ST13	LV3003061531		76	28445	99.27	6.67825064126309	mgca_jonkers_2013	4.7411	92367510	61.2	35673132	62.1	7.98634449117112	28.445	300
ST13	LV3003061517		81	30678	343.69	6.45738016350526	mgca_jonkers_2013	4.62	166832578	74.7	79298875	86	8.34038156140496	30.678	300
ST13	LV3003061505		86	32810	188.85	6.23650968574743	mgca_jonkers_2013	4.5838	82717700	80.4	45809256	89.7	8.67840531139984	32.81	300
ST13	LV3003061488		91	35041	245.05	6.0156392079896	mgca_jonkers_2013	4.53631	127243231	79.7	66338584	85.6	9.03212528618341	35.041	300
ST13	LV3003061476		96	37160	137.29	5.79476873023177	mgca_jonkers_2013	4.452	84098583	70.2	34228366	72.2	9.19719729556924	37.16	300
ST13	LV3003061571		101	40457	159.84	6.07677656849543	mgca_jonkers_2013	4.53172	90191213	63	44685952	68.8	8.70107494147892	40.457	300
ST13	LV3003061558		106	42626	207.2	6.3587844067591	mgca_jonkers_2013	4.47496	75419217	85.6	38072076	102.9	8.37469053564879	42.626	300
ST13	LV3003061544		111	45122	154.76	6.64079224502277	mgca_jonkers_2013	4.33366	98492472	76.2	36658491	81.2	8.48981108255027	45.122	300
ST13	LV3003061530		116	47046	117.63	6.92280008328644	mgca_jonkers_2013	4.38322	92176900	82.1	44841877	91.8	8.66837868071839	47.046	300
ST13	LV3003061516		121	48537	61.03	7.2048079215501	mgca_jonkers_2013	4.45537	54250107	75.6	26855001	76.7	8.80675928823849	48.537	300
ST13	LV3003061504		126	50268	187.42	7.48681575981377	mgca_jonkers_2013	4.33732	96239561	74.4	42611651	77.1	8.96741444022863	50.268	300
ST13	LV3003061486		131	52105	128.79	7.76882359807744	mgca_jonkers_2013	4.32365	27685092	68.7	20117935	70.3	7.61349281773178	52.105	300
ST13	LV3003061475		136	53844	108.69	8.05083143634111	mgca_jonkers_2013	4.38936	112973110	69.7	29608396	73.6	6.25962485846197	53.844	300
ST13	LV3003061570		141	55466	127.35	8.04038666688849	mgca_jonkers_2013	4.32864	79639505	71.1	31089341	73.9	6.57988298438419	55.466	300
ST13	LV3003061557		146	58082	188.06	8.02994189743588	mgca_jonkers_2013	4.48508	59537389	82.9	38572967	90.5	7.14615019137165	58.082	300
ST13	LV3003061543		151	62293	184.56	8.01949712798326	mgca_jonkers_2013	4.57949	90294874	80.7	44589548	82.9	7.91259892566273	62.293	300
ST13	LV3003061529		156	66015	177.08	8.00905235853065	mgca_jonkers_2013	4.56805	91959511	75.1	42965230	98.8	8.02667098129265	66.015	300
ST13	LV3003061515		164.8	71001.2	490.61	7.99066956429404	mgca_jonkers_2013	4.219988	98734597	71.1	67640910	73.4	9.97144024824405	71.0012	300
ST13	LV3003061503		169.8	73147.2	217.76	7.64208514608633	mgca_jonkers_2013	4.20056	97446873	68.6	49665279	71.4	9.58376845577441	73.1472	300
ST13	LV3003061485		174.8	75779.6	260.72	7.29350072787861	mgca_jonkers_2013	4.035756	104758234	70.5	60355839	72.6	7.95056189669746	75.7796	300
ST13	LV3003061474		179.8	77779.8	196.45	6.94491630967089	mgca_jonkers_2013	4.056606	61905276	70.5	36941813	72.6	8.28521641432076	77.7798	300
ST13	LV3003061569		184.8	81694.6	141.44	6.59633189146317	mgca_jonkers_2013	3.806108	68025287	68.4	40574926	70.4	7.84255695133946	81.6946	300
ST13	LV3003061556		189.8	86617.4	171.57	7.55543370271281	mgca_jonkers_2013	4.134088	66695607	68.8	34433301	71.6	8.5404217959206	86.6174	300
ST13	LV3003061541		194.8	91090	185.23	8.51453551396245	mgca_jonkers_2013	4.0255	66138813	67.5	39989469	69.2	7.62752397756975	91.09	300
ST13	LV3003061528		199.8	95118	368.13	9.4736373252121	mgca_jonkers_2013	3.76764	82665530	65	48781896	67.2	6.56201237466214	95.118	300
ST13	LV3003061514		204.8	100672.6	311.64	10.4327391364617	mgca_jonkers_2013	3.883986	95754874	64.4	51605616	66.3	7.39288790099721	100.6726	300
ST13	LV3003061501		209.8	105587.2	182.94	8.79668398759405	mgca_jonkers_2013	3.93808	68988323	65.5	35460711	68.4	8.6530138730751	105.5872	300
ST13	LV3003061489		214.8	112606.8	63.7	7.16062883872636	mgca_jonkers_2013	3.96932	38606083	72.6	18769932	78.6	11.8540635522199	112.6068	300
ST13	LV3003061473		219.8	117088	32.31	5.52457368985868	mgca_jonkers_2013	3.5312	50561908	67	6601363	79.3	13.8380743760062	117.088	300
ST13	LV3003061568		224.8	121635.4	14.6	3.88851854099099	mgca_jonkers_2013	3.209168	4865312	58.4	1285941	66.6	15.0912241071525	121.6354	300
ST13	LV3003061555		229.8	126443	21.95	4.18191901963659	mgca_jonkers_2013	3.25303	31281860	66.5	2674404	82.3	13.9174660887275	126.443	300
ST13	LV3003061539		234.8	130055.6	45.25	4.4753194982822	mgca_jonkers_2013	3.677784	79008042	72.6	11352714	80.9	12.6881606418456	130.0556	300
ST13	LV3003061527		239.8	133775.4	28.59	4.7687199769278	mgca_jonkers_2013	4.634866	2673212	57.9	912714	60.4	11.4223768846317	133.7754	300
ST13	LV3003061513		244.8	138493	185.59	5.06212045557341	mgca_jonkers_2013	4.88014	81908351	85	25619278	146.1	10.3255171456423	138.493	300
ST13	LV3003061500		254.4	148086	431.27	5.62544937457296	mgca_jonkers_2013	4.71344	137614394	67.8	51012190	104.6	9.56141856461617	148.086	300
ST13	LV3003061487		259.4	152759.6	129.63	5.91884985321856	mgca_jonkers_2013	4.624808	118371806	71.3	47071165	77.5	10.6296971704429	152.7596	300
ST13	LV3003061472		264.4	158527.6	80.03	6.21225033186417	mgca_jonkers_2013	4.674172	83143954	73	20370895	78.5	11.4782955307746	158.5276	300
ST13	LV3003047025		269.4	163332	79.51	6.50565081050977	mgca_jonkers_2013	4.69336	3701257	64.4	2403183	69.4	11.2870420485066	163.332	300
ST13	LV3003046992		279.4	171830.4	25.4	6.42803852319677	mgca_jonkers_2013	4.471872	24751555	65.9	3323437	89.9	10.9487378703146	171.8304	300
ST13	LV3003046977		284.4	176308.8	35.68	6.38923237954027	mgca_jonkers_2013	4.411616	6596010	70.8	3668179	75.1	10.7704617910979	176.3088	300
ST13	LV3003046964		289.4	180321.8	69.44	6.35042623588377	mgca_jonkers_2013	4.412526	39548540	70.1	7425032	76.8	10.6107123480163	180.3218	300
ST13	LV3003046947		294.4	184183	58.56	5.87348489867574	mgca_jonkers_2013	4.43477	21274504	63.9	7058615	69.3	10.4570057570304	184.183	300
ST13	LV3003047056		299.4	187921.6	47.91	5.39654356146771	mgca_jonkers_2013	4.455296	74780031	60.8	7760311	68.5	10.3024689799939	187.9216	300
ST13	LV3003047039		304.4	193006.2	97.12	4.91960222425967	mgca_jonkers_2013	3.919504	51798973	65.5	15675136	69	9.32739216096218	193.0062	300
ST13	LV3003047024		309.4	196689.8	60.82	4.44266088705164	mgca_jonkers_2013	3.764816	1182047	60	1078504	60.5	7.35099524179306	196.6898	300
ST13	LV3003047005		314.4	200468.8	50.02	3.9657195498436	mgca_jonkers_2013	3.53	35120546	56.5	12676636	59.3	7.23574361358611	200.4688	300
ST13	LV3003046991		319.4	202082	39.53	3.48877821263556	mgca_jonkers_2013	3.62836	70004185	58	14022398	62.4	7.55276272229853	202.082	300
ST13	LV3003046976		324.4	203191.8	54.64	3.01183687542753	mgca_jonkers_2013	3.642606	41915932	68.2	10168002	73.7	7.77660807483952	203.1918	300
ST13	LV3003046963		329.4	204236.6	82.41	2.5348955382195	mgca_jonkers_2013	3.789464	42974682	66.6	14421011	69.7	7.98734300395723	204.2366	300
ST13	LV3003046946		334.4	205292.2	97.95	2.05795420101146	mgca_jonkers_2013	3.80539	24961933	65.4	7119418	72.3	8.20025628035142	205.2922	300
ST13	LV3003047055		344.6	207319.8	77.86	7.30695306946429	mgca_jonkers_2013	3.757614	40287005	78.3	14215145	83.1	8.3425915300014	207.3198	300
ST13	LV3003047037		349.6	208787	56.66	7.37563015558789	mgca_jonkers_2013	3.65491	60967509	77.1	14577608	82.1	8.40892051877179	208.787	300
ST13	LV3003047023		354.6	210507.4	62.45	7.44430724171149	mgca_jonkers_2013	3.585222	51407867	60	8566492	66.4	8.48669614055518	210.5074	300
ST13	LV3003047003		359.6	212193.2	29.12	7.51298432783509	mgca_jonkers_2013	3.617728	37159790	76	11037370	80.2	8.56290756999161	212.1932	300
ST13	LV3003046990		364.6	214207.6	29.36	7.58166141395868	mgca_jonkers_2013	3.555848	8368625	63.3	5938230	64.6	8.65397430593701	214.2076	300
ST13	LV3003046975		369.6	216016.8	61.83	7.65033850008228	mgca_jonkers_2013	3.52916	79196932	75.9	18041011	79.5	8.67763653427235	216.0168	300
ST13	LV3003046961		374.6	217828.8	66.42	7.71901558620588	mgca_jonkers_2013	3.67891200000001	11767277	73.1	7544032	78.5	7.67145744723192	217.8288	300
ST13	LV3003046945		379.6	219639.4	105.69	7.78769267232948	mgca_jonkers_2013	3.965576	47290835	53.6	15562521	56.4	7.4063509745483	219.6394	300
ST13	LV3003047054		384.6	221412.8	85.96	7.85636975845308	mgca_jonkers_2013	4.29192	62784132	58.3	14517628	61.6	7.15487199271925	221.4128	300
ST13	LV3003047036		389.6	223091.8	44.27	7.31976585141602	mgca_jonkers_2013	4.43541	3761247	61.1	2838592	62.8	6.9167795090771	223.0918	300
ST13	LV3003047022		394.6	224833.4	40.92	6.78316194437897	mgca_jonkers_2013	4.298326	34886348	57.8	11121777	61	6.66980996201863	224.8334	300
ST13	LV3003047006		399.6	226497.6	34.49	6.24655803734192	mgca_jonkers_2013	4.24024	7088952	59.9	3816166	66	6.43381620902443	226.4976	300
ST13	LV3003046987		404.6	228333.2	41.86	5.70995413030486	mgca_jonkers_2013	4.133356	50245413	57.8	11754032	62.2	7.46706093086875	228.3332	300
ST13	LV3003046974		409.6	230292.8	55.34	5.82163169123516	mgca_jonkers_2013	4.276576	47927499	56.7	10965760	60.9	8.72432112598637	230.2928	300
ST13	LV3003046960		414.6	232087.6	79.21	5.93330925216545	mgca_jonkers_2013	4.15248	43903182	72.9	20670125	84.1	9.69950645445728	232.0876	300
ST13	LV3003046948		419.6	233787	81.99	6.04498681309574	mgca_jonkers_2013	3.86769	35020015	78.2	16882726	104.5	9.17084295761282	233.787	300
ST13	LV3003047053		424.6	235507.4	30.29	6.13638589981696	mgca_jonkers_2013	3.68463	34739122	58.8	7794082	86.7	9.46019713867995	235.5074	300
ST13	LV3003047035		434.5	238840	29.61	4.34993852376099	mgca_jonkers_2013	3.4512	41203172	78.1	8577252	100.7	10.5745125716866	238.84	300
ST13	LV3003047021		439.5	240977.5	27.84	5.35168679081679	mgca_jonkers_2013	3.53775	30010406	73.8	9981235	94.9	10.0742043431472	240.9775	300
ST13	LV3003047002		444.5	243874	17.32	6.35343505787259	mgca_jonkers_2013	4.01598	52335682	64.1	7380131	75.8	9.39624280678961	243.874	300
ST13	LV3003046988		449.5	246624	51.55	7.35518332492839	mgca_jonkers_2013	4.33632	13785459	70.1	5981673	78	8.68404041978771	246.624	300
ST13	LV3003046973		454.5	249769	30.33	8.35693159198419	mgca_jonkers_2013	4.46766	32342379	70.7	7838808	79.9	7.73866202768644	249.769	300
ST13	LV3003046957		459.5	252620.5	28.17	9.35867985903998	mgca_jonkers_2013	4.561745	16184089	68.7	8955901	72.3	6.88150893227252	252.6205	300
ST13	LV3003046942		464.5	255855.5	49.96	10.3604281260958	mgca_jonkers_2013	4.42133	52024726	71.9	12366165	83.8	5.90907678650221	255.8555	300
ST13	LV3003047052		469.5	259238.5	22.21	11.3621763931516	mgca_jonkers_2013	4.50569	5924190	68.7	3613397	72.4	5.47533390988732	259.2385	300
ST13	LV3003047033		474.5	262376.5	30.38	12.3639246602074	mgca_jonkers_2013	4.453765	67214424	66.1	11089741	74.2	5.98675883207389	262.3765	300
ST13	LV3003047020		479.5	265346	28.89	12.1286793842535	mgca_jonkers_2013	4.46076	49261641	60.8	8547912	71.2	6.4707219635057	265.346	300
ST13	LV3003047000		484.5	268111.5	36.26	11.8934341082996	mgca_jonkers_2013	4.351185	56581895	68	15362286	75.3	6.39672948860032	268.1115	300
ST13	LV3003046984		489.5	271401	43.25	11.6581888323456	mgca_jonkers_2013	4.47594	54332149	65.7	19283835	67.9	6.00711359118037	271.401	300
ST13	LV3003046971		494.5	274416	9.31	11.4229435563917	mgca_jonkers_2013	4.38	17258953	63.2	2436845	93.9	6.14081415552583	274.416	300
ST13	LV3003046956		499.5	276647.5	51.74	11.1876982804378	mgca_jonkers_2013	4.39065	51525897	64.9	12294345	69.5	6.52530134283951	276.6475	300
ST13	LV3003046941		504.5	277897.5	41.89	10.9524530044839	mgca_jonkers_2013	4.323325	52321867	67.8	10495693	73.9	5.99686966172032	277.8975	300
ST13	LV3003047017		509.5	279115.5	27.48	10.71720772853	mgca_jonkers_2013	4.219605	4190677	66.8	3138003	69.7	5.48196583163779	279.1155	300
ST13	LV3003046999		514.5	280418	38	10.4819624525761	mgca_jonkers_2013	4.16926	25041074	56.8	7023180	61.2	5.33056553316208	280.418	300
ST13	LV3003046983		523.2	282594.2	40.44	9.65023837885584	mgca_jonkers_2013	3.914638	70428932	57.2	16319537	61.2	5.35185966174353	282.5942	300
ST13	LV3003046970		528.2	283913.6	67.46	9.17223603763732	mgca_jonkers_2013	3.860864	53727569	56.1	20345815	58.2	5.3647699977652	283.9136	300
ST13	LV3003046955		533.2	285205.6	64.24	8.69423369641879	mgca_jonkers_2013	3.835888	87504548	69.7	29769059	74	5.37741222464105	285.2056	300
ST13	LV3003046940		538.2	286502	118.78	8.21623135520026	mgca_jonkers_2013	3.85514	137309584	65.2	38344853	68.1	5.39009750554031	286.502	300
ST13	LV3003047048		543.2	287792.4	69.92	7.73822901398173	mgca_jonkers_2013	3.993012	62864733	58.1	23334152	61.4	5.40272407640765	287.7924	300
ST13	LV3003047030		548.2	289078.2	54.41	7.14560517940064	mgca_jonkers_2013	4.063128	76700183	56	18492009	59.7	5.41530563625051	289.0782	300
ST13	LV3003047016		553.2	290386.2	36.62	6.55298134481955	mgca_jonkers_2013	4.103862	33523239	62.3	11421887	66.5	5.42810442321151	290.3862	300
ST13	LV3003046997		558.2	291602	36.69	5.96035751023846	mgca_jonkers_2013	4.20632	28115045	59.7	10994708	64.1	5.44000103268183	291.602	300
ST13	LV3003046982		563.2	292744.4	41.14	5.36773367565737	mgca_jonkers_2013	4.23278	33998355	61.3	6373245	73.8	5.45117942276153	292.7444	300
ST13	LV3003046959		578.2	296205.8	23.42	3.58986217191409	mgca_jonkers_2013	4.244406	11616582	69	3913316	81.1	6.68003120231506	296.2058	300
ST13	LV3003047046		583.2	297408.4	20.88	2.997238337333	mgca_jonkers_2013	4.246908	6454314	74.3	2973629	88.2	7.11474446985184	297.4084	300
ST13	LV3003047029		588.2	298594.8	17.06	3.49081645932691	mgca_jonkers_2013	4.205688	5114735	65.2	2266621	84.3	7.54360179614953	298.5948	300
ST13	LV3003047014		593.2	299738	22.78	3.98439458132082	mgca_jonkers_2013	4.07502	32326399	67.2	6937882	78.9	7.95684327914308	299.738	300
ST8	LV3003046953		10	1521.5	82.74			3.203925	268907517	82.4	244179416	82.6	7.82527505425364	1.5215	150
ST8	LV3003046939		15	2420	137.77			3.2262	174832149	79.3	145219212	79.8	6.89400787736814	2.42	150
ST8	LV3003047045		20	3586.5	111.57			3.295865	151675055	80.4	128523596	81.5	6.70676913757569	3.5865	150
ST8	LV3003047028		25	4753	124.79			3.26988	3059207	78.3	2878411	79.3	6.51953039778323	4.753	150
ST8	LV3003047013		30	5885	131.96	6.21497035449252	mgca_jonkers_2013	3.32195	106947849	79.8	86684502	81.7	6.33782936611152	5.885	150
ST8	LV3003046995		35	6970.5	117	5.81821372224369	mgca_jonkers_2013	3.36882	178414482	82.8	152189789	85.2	6.16359220190688	6.9705	150
ST8	LV3003046980		40	8056	95.39	5.42145708999487	mgca_jonkers_2013	3.41776	84644758	80.9	70313255	82.7	6.25245183951933	8.056	150
ST8	LV3003046952		50	10260	116.29	4.62794382549722	mgca_jonkers_2013	3.5408	88430474	83.4	60192917	86	6.52726089941695	10.26	150
ST8	LV3003046938		55	11169	92.71	4.63006993265698	mgca_jonkers_2013	3.65408	135351707	83.8	73358025	85.5	6.64060093364877	11.169	150
ST8	LV3003047044		60	12078	46.49	4.63219603981674	mgca_jonkers_2013	3.93092	63682406	81.2	26806847	83.3	6.75394096788059	12.078	150
ST8	LV3003047027		65	12877	149.32	5.04178088906654	mgca_jonkers_2013	4.04278	166139455	84.4	112662581	86.9	6.85356548641879	12.877	150
ST8	LV3003047010		70	13676	131.81	5.45136573831635	mgca_jonkers_2013	4.20872	124044083	83.1	98890535	85.9	6.95319000495699	13.676	150
ST8	LV3003046994		79.5	15549	87.72	4.99039754502124	mgca_jonkers_2013	4.63274	71148178	57.2	33076881	57.9	7.18672783126745	15.549	150
ST8	LV3003046979		84.5	16461	131.92	4.74778270644487	mgca_jonkers_2013	4.80993	62932113	71.5	35885630	73.7	7.29869936048704	16.461	150
ST8	LV3003046966		89.5	17373	104.95	4.50516786786849	mgca_jonkers_2013	4.93222	64053262	73.4	33174625	75	7.34478712009314	17.373	150
ST8	LV3003046950		94.5	18099	104.24	2.39521562696755	mgca_jonkers_2013	5.01406	54550611	72.2	30319286	73.7	7.38147540241116	18.099	150
ST8	LV3003046937		99.5	18598	100.16	2.93302273038462	mgca_jonkers_2013	4.98412	37032447	66.6	19341245	67.9	7.40669227965178	18.598	150
ST8	LV3003047041		104.5	19097	105.88	3.47082983380169	mgca_jonkers_2013	4.96291	92918951	73.6	51583899	75.3	7.4319091568924	19.097	150
ST8	LV3003047026		109.5	19565	12.35	2.88473711426933	mgca_jonkers_2013	4.97695	948154669	61.9	126124116	64.1	7.455559454585	19.565	150
ST8	LV3003047009		114.5	20142	99.94	3.12499528201102	mgca_jonkers_2013	4.97864	78281501	64.3	50491740	64.7	7.48471804810772	20.142	150
ST8	LV3003046993		119.5	20719	108.7	3.36525344975272	mgca_jonkers_2013	4.93248	230108757	68.3	100382437	69.6	7.51387664163044	20.719	150
ST8	LV3003046978		124.5	21296	113.8	3.60551161749441	mgca_jonkers_2013	4.90112	72686612	55.3	49044465	56.1	7.54303523515316	21.296	150
ST8	LV3003046965		129.5	21832.3333333333	73.24	3.13112604739667	mgca_jonkers_2013	4.88503	123105827	60	61272397	60.7	7.57013874582794	21.8323333333333	150
ST8	LV3003046949		134.5	22368.6666666667	140.56	2.65674047729892	mgca_jonkers_2013	4.87262666666667	61245129	56.4	37969700	57.8	7.59724225650273	22.3686666666667	150
ST8	LV3003046936		139.5	22905	189.42	2.18235490720117	mgca_jonkers_2013	4.8619	152063717	62.8	56886217	63.9	7.62434576717752	22.905	150
ST8	LV3003047145		144.5	23446	279.12	3.07806968232358	mgca_jonkers_2013	4.8377	33473724	69.7	25529607	71.1	7.65168510703157	23.446	150
ST8	LV3003047132		149.5	23987	252.49	3.97378445744599	mgca_jonkers_2013	4.81065	102185528	63	55519062	64.2	7.67902444688563	23.987	150
ST8	LV3003047118		154.5	24528	236.52	4.86949923256839	mgca_jonkers_2013	4.81528	91417437	63.5	42464543	65.7	7.70636378673969	24.528	150
ST8	LV3003047099		159.5	25058	89.55	4.2375054250314	mgca_jonkers_2013	4.8113	28885458	59.3	17167551	60.8	7.73314724352832	25.058	150
ST8	LV3003047071		169.5	26141	140.62	4.12720539382505	mgca_jonkers_2013	4.68128	68001919	56.3	20785023	59.2	7.78787645806057	26.141	150
ST8	LV3003047169		174.5	26670.3333333333	195.44	4.12763158267034	mgca_jonkers_2013	4.72362666666667	78793387	55.3	25386659	57.5	7.81462622496645	26.6703333333333	150
ST8	LV3003047156		179.5	27199.6666666667	175.93	4.12805777151563	mgca_jonkers_2013	4.75	57674275	59.1	20077855	61	7.84137599187233	27.1996666666667	150
ST8	LV3003047144		184.5	27729	145.85	4.12848396036092	mgca_jonkers_2013	4.75	92057786	60.2	26538281	62.3	7.87282431997209	27.729	150
ST8	LV3003047131		189.5	28245.3333333333	102.07	3.79878121129077	mgca_jonkers_2013	4.74509333333333	52927950	62	18465157	64.2	7.95468779538517	28.2453333333333	150
ST8	LV3003047117		194.5	28761.6666666667	158.61	3.46907846222062	mgca_jonkers_2013	4.73476666666667	120673383	62.4	16047191	66.1	8.03655127079825	28.7616666666667	150
ST8	LV3003047098		199.5	29278	110.66	3.13937571315047	mgca_jonkers_2013	4.69942	78560973	57.5	14314578	59.5	8.11841474621133	29.278	150
ST8	LV3003047085		204.5	29703	130.79	3.1118182170815	mgca_jonkers_2013	4.65267	72934268	58.5	23719130	60.7	8.18579752939511	29.703	150
ST8	LV3003047070		209.5	30128	151.38	3.08426072101253	mgca_jonkers_2013	4.62	68056678	53.6	17883228	56.6	8.25318031257889	30.128	150
ST8	LV3003047168		214.5	30497	193.15	3.05670322494356	mgca_jonkers_2013	4.62	56419893	53.7	23672441	55.4	8.31168442315493	30.497	150
ST8	LV3003047155		219.5	30947.5	72.49	3.59259359265224	mgca_jonkers_2013	4.62	58779708	51.8	15672586	53.7	8.38311017332974	30.9475	150
ST8	LV3003047143		224.5	31398	133.26	4.12848396036092	mgca_jonkers_2013	4.61204	135126726	57.5	24111588	60.5	8.45453592350455	31.398	150
ST8	LV3003047130		229.5	31936	108.94	4.9756968195377	mgca_jonkers_2013	4.60128	43901456	63.3	16307041	66.4	8.53983459962896	31.936	150
ST8	LV3003047114		234.5	32385.5	41.03	4.80182032251746	mgca_jonkers_2013	4.59229	21045484	64.8	12594552	66.9	8.61110180207863	32.3855	150
ST8	LV3003047097		239.5	32835	93.56	4.62794382549722	mgca_jonkers_2013	4.5833	84081411	56.6	17377814	59.5	8.6823690045283	32.835	150
ST8	LV3003047084		244.5	33276	4.13	6.53096294335688	mgca_jonkers_2013	4.58276	390411795	56.1	31074859	58.4	8.75228855131429	33.276	150
ST8	LV3003047069		249.5	33743.6870748299	233.37	6.20212176047846	mgca_jonkers_2013	4.5874368707483	66820935	59	22512581	61.8	8.82643927310517	33.7436870748299	150
ST8	LV3003047167		259.5	34678.12	171.35	5.57495241758692	mgca_jonkers_2013	4.556094	55257624	57.2	14241098	59.7	8.97459148768522	34.67812	150
ST8	LV3003047154		264.5	35130.12	109.23	5.75466161579687	mgca_jonkers_2013	4.5282892	24559061	57.6	12574749	58.9	9.04625505944773	35.13012	150
ST8	LV3003047142		269.5	35582.3	78.67	5.88471892901571	mgca_jonkers_2013	4.487593	67334598	64.9	15239544	67.1	9.11794716980078	35.5823	150
ST8	LV3003047129		274.5	36037.3	75.83	5.23689671070721	mgca_jonkers_2013	4.450373	33964594	62.9	16307844	64.1	9.19008638473871	36.0373	150
ST8	LV3003047113		279.5	36489.27	109.94	4.62053611323564	mgca_jonkers_2013	4.4548927	73296885	60.2	24562830	62.8	9.26174520006947	36.48927	150
ST8	LV3003047096		284.5	36893.77	135.25	4.49707424220948	mgca_jonkers_2013	4.4589377	56084885	55.6	20029588	57.5	9.23725876185055	36.89377	150
ST8	LV3003047083		289.5	37303.19	129.5	4.36334977083705	mgca_jonkers_2013	4.4448405	66017005	60.6	17923283	63	9.1756505076159	37.30319	150
ST8	LV3003047068		294.5	37789.69	99.85	4.0688445607065	mgca_jonkers_2013	4.4205155	45243801	64.9	16258007	69	9.10244349358346	37.78969	150
ST8	LV3003047166		299.5	38273.43	109.28	3.82073071156393	mgca_jonkers_2013	4.4482802	47667591	67.1	14626855	69.9	9.0296517958074	38.27343	150
ST8	LV3003047153		304.5	38713.93	119.12	4.29941485123281	mgca_jonkers_2013	4.5099502	61725484	65.2	21806731	67.7	8.96336671938132	38.71393	150
